frame_id,xmin,ymin,xmax,ymax,confidence,class,x_cen,y_cen
20,646.5609831785341,329.86538947813756,666.7426238035341,370.30093635313756,-1.0,1.0,656.6518034910341,350.08316291563756
21,645.8854193101447,331.3026538986452,666.0670599351447,371.7382007736453,-1.0,1.0,655.9762396226447,351.52042733614525
22,645.2098554417553,332.73991831915293,665.3914960667553,373.17546519415293,-1.0,1.0,655.3006757542553,352.95769175665293
23,644.5342915733659,334.17718273966057,664.7159321983659,374.6127296146607,-1.0,1.0,654.6251118858659,354.3949561771606
24,643.8587277049764,335.6144471601683,664.0403683299764,376.0499940351683,-1.0,1.0,653.9495480174764,355.8322205976683
25,643.183163836587,337.05171158067594,663.364804461587,377.48725845567606,-1.0,1.0,653.273984149087,357.269485018176
26,642.5075999681976,338.4889760011837,662.6892405931976,378.9245228761837,-1.0,1.0,652.5984202806976,358.7067494386837
27,641.8320360998082,339.9262404216913,662.0136767248082,380.36178729669143,-1.0,1.0,651.9228564123082,360.1440138591914
28,641.1564722314188,341.36350484219906,661.3381128564188,381.79905171719906,-1.0,1.0,651.2472925439188,361.58127827969906
29,640.4809083630294,342.8007692627067,660.6625489880294,383.2363161377068,-1.0,1.0,650.5717286755294,363.01854270020675
30,639.8053444946399,344.23803368321444,659.9869851196399,384.67358055821444,-1.0,1.0,649.8961648071399,364.45580712071444
31,639.1297806262505,345.67529810372207,659.3114212512505,386.1108449787222,-1.0,1.0,649.2206009387505,365.8930715412221
32,638.4542167578611,347.1125625242298,658.6358573828611,387.5481093992298,-1.0,1.0,648.5450370703611,367.3303359617298
33,635.3895223738959,338.05132538016085,655.9532430770209,381.89507538016085,0.46,1.0,645.6713827254584,359.97320038016085
34,634.1266018383798,337.13861852796964,654.6903225415048,380.98236852796964,-1.0,1.0,644.4084621899423,359.06049352796964
35,632.8636813028636,336.22591167577843,653.4274020059886,380.06966167577843,-1.0,1.0,643.1455416544261,358.14778667577843
36,631.6007607673474,335.3132048235872,652.1644814704724,379.1569548235872,-1.0,1.0,641.8826211189099,357.2350798235872
37,630.3378402318313,334.400497971396,650.9015609349563,378.244247971396,-1.0,1.0,640.6197005833938,356.322372971396
38,629.0749196963151,333.4877911192048,649.6386403994401,377.3315411192048,-1.0,1.0,639.3567800478776,355.4096661192048
39,627.8119991607989,332.5750842670136,648.3757198639239,376.4188342670136,-1.0,1.0,638.0938595123614,354.4969592670136
40,626.5490786252827,331.6623774148224,647.1127993284077,375.5061274148224,-1.0,1.0,636.8309389768452,353.5842524148224
41,625.2861580897666,330.7496705626312,645.8498787928916,374.5934205626312,-1.0,1.0,635.5680184413291,352.6715455626312
42,624.0232375542504,329.83696371044,644.5869582573754,373.68071371044,-1.0,1.0,634.3050979058129,351.75883871044
43,622.7603170187342,328.9242568582488,643.3240377218592,372.7680068582488,-1.0,1.0,633.0421773702967,350.8461318582488
44,606.4718156440879,326.1303405525025,629.2147355659629,378.87820432203375,0.26,1.0,617.8432756050254,352.5042724372681
45,601.5462955117742,325.8932936778717,624.2892154336492,378.641157447403,-1.0,1.0,612.9177554727117,352.26722556263735
46,596.6207753794606,325.65624680324095,619.3636953013356,378.4041105727722,-1.0,1.0,607.9922353403981,352.0301786880066
47,591.695255247147,325.41919992861017,614.438175169022,378.1670636981414,-1.0,1.0,603.0667152080845,351.7931318133758
48,586.7697351148333,325.1821530539794,609.5126550367083,377.93001682351064,-1.0,1.0,598.1411950757708,351.556084938745
49,581.8442149825197,324.9451061793486,604.5871349043947,377.69296994887986,-1.0,1.0,593.2156749434572,351.31903806411424
50,576.9186948502061,324.70805930471784,599.6616147720811,377.4559230742491,-1.0,1.0,588.2901548111436,351.08199118948346
51,571.9931747178924,324.47101243008706,594.7360946397674,377.2188761996183,-1.0,1.0,583.3646346788299,350.8449443148527
52,567.0676545855788,324.2339655554563,589.8105745074538,376.98182932498753,-1.0,1.0,578.4391145465163,350.6078974402219
53,562.1421344532652,323.9969186808255,584.8850543751402,376.74478245035675,-1.0,1.0,573.5135944142027,350.3708505655911
54,557.2166143209515,323.7598718061947,579.9595342428265,376.507735575726,-1.0,1.0,568.588074281889,350.13380369096035
55,552.2910941886379,323.52282493156395,575.0340141105129,376.2706887010952,-1.0,1.0,563.6625541495754,349.89675681632957
56,547.3655740563242,323.28577805693317,570.1084939781992,376.0336418264644,-1.0,1.0,558.7370340172617,349.6597099416988
57,542.4400539240106,323.0487311823024,565.1829738458856,375.79659495183364,-1.0,1.0,553.8115138849481,349.422663067068
58,537.514533791697,322.8116843076716,560.257453713572,375.55954807720286,-1.0,1.0,548.8859937526345,349.18561619243724
59,532.5890136593833,322.57463743304083,555.3319335812583,375.3225012025721,-1.0,1.0,543.9604736203208,348.94856931780646
60,527.6634935270697,322.33759055841006,550.4064134489447,375.0854543279413,-1.0,1.0,539.0349534880072,348.7115224431757
61,522.7379733947561,322.1005436837793,545.4808933166311,374.84840745331053,-1.0,1.0,534.1094333556936,348.4744755685449
62,517.8124532624424,321.8634968091485,540.5553731843174,374.61136057867975,-1.0,1.0,529.1839132233799,348.2374286939141
63,512.8869331301288,321.6264499345177,535.6298530520038,374.374313704049,-1.0,1.0,524.2583930910663,348.00038181928335
64,507.96141299781516,321.38940305988694,530.7043329196902,374.1372668294182,-1.0,1.0,519.3328729587527,347.76333494465257
65,503.0358928655015,321.15235618525617,525.7788127873765,373.9002199547874,-1.0,1.0,514.407352826439,347.5262880700218
66,498.11037273318794,320.9153093106254,520.8532926550629,373.66317308015664,-1.0,1.0,509.4818326941254,347.289241195391
67,493.18485260087436,320.6782624359946,515.9277725227494,373.42612620552586,-1.0,1.0,504.55631256181186,347.05219432076024
68,488.2593324685608,320.44121556136383,511.0022523904358,373.1890793308951,-1.0,1.0,499.6307924294983,346.81514744612946
69,483.3338123362472,320.20416868673306,506.0767322581222,372.9520324562643,-1.0,1.0,494.7052722971847,346.5781005714987
70,478.4082922039336,319.9671218121023,501.1512121258086,372.7149855816335,-1.0,1.0,489.7797521648711,346.3410536968679
71,473.48277207162005,319.7300749374715,496.22569199349505,372.47793870700275,-1.0,1.0,484.85423203255755,346.1040068222371
72,468.55725193930647,319.4930280628407,491.30017186118147,372.240891832372,-1.0,1.0,479.92871190024397,345.86695994760635
73,461.40130158804953,338.62546637967057,483.40471955679953,380.30552009060807,0.25,1.0,472.40301057242453,359.4654932351393
74,455.79203459955227,342.02664073966287,477.79545256830227,383.70669445060037,-1.0,1.0,466.79374358392727,362.8666675951316
75,450.182767611055,345.42781509965516,472.186185579805,387.10786881059266,-1.0,1.0,461.18447659543,366.2678419551239
76,444.57350062255773,348.82898945964746,466.57691859130773,390.50904317058496,-1.0,1.0,455.57520960693273,369.6690163151162
77,449.1673058502062,356.4531618415026,468.5071496002062,394.8916384040026,0.26,1.0,458.8372277252062,375.6724001227526
78,451.652032586971,359.48357107070603,471.2336976260335,399.88591482070603,0.27,1.0,461.44286510650227,379.68474294570603
79,449.9594685876936,363.5532192642781,469.5411336267561,403.9555630142781,-1.0,1.0,459.75030110722486,383.7543911392781
80,448.2669045884162,367.62286745785013,467.8485696274787,408.02521120785013,-1.0,1.0,458.05773710794745,387.82403933285013
81,446.5743405891388,371.6925156514222,466.1560056282013,412.0948594014222,-1.0,1.0,456.36517310867004,391.8936875264222
82,444.8817765898614,375.76216384499423,464.4634416289239,416.16450759499423,-1.0,1.0,454.6726091093926,395.96333571999423
83,443.18921259058396,379.8318120385663,462.77087762964646,420.2341557885663,-1.0,1.0,452.9800451101152,400.0329839135663
84,441.49664859130655,383.90146023213833,461.07831363036905,424.30380398213833,-1.0,1.0,451.2874811108378,404.10263210713833
85,439.80408459202914,387.9711084257104,459.38574963109164,428.3734521757104,-1.0,1.0,449.5949171115604,408.1722803007104
86,438.11152059275173,392.04075661928243,457.69318563181423,432.44310036928243,-1.0,1.0,447.902353112283,412.24192849428243
87,455.99616579647005,379.55164723511774,474.14020876522005,417.55140309449274,0.45,1.0,465.06818728084505,398.55152516480524
88,459.37407442275634,378.84613614555445,477.51811739150634,416.84589200492945,-1.0,1.0,468.44609590713134,397.84601407524195
89,462.7519830490426,378.14062505599117,480.8960260177926,416.14038091536617,-1.0,1.0,471.8240045334176,397.14050298567867
90,466.1298916753289,377.4351139664279,484.2739346440789,415.4348698258029,-1.0,1.0,475.2019131597039,396.4349918961154
