frame_id,xmin,ymin,xmax,ymax,confidence,class
1,654.078125,321.6271057128906,677.2216796875,365.2829284667969,0.27,1.0
2,656.5526123046875,317.1440734863281,675.2691650390625,351.3542175292969,0.42,1.0
3,-1.0,-1.0,-1.0,-1.0,-1.0,1.0
4,-1.0,-1.0,-1.0,-1.0,-1.0,1.0
5,-1.0,-1.0,-1.0,-1.0,-1.0,1.0
6,-1.0,-1.0,-1.0,-1.0,-1.0,1.0
7,-1.0,-1.0,-1.0,-1.0,-1.0,1.0
8,-1.0,-1.0,-1.0,-1.0,-1.0,1.0
9,-1.0,-1.0,-1.0,-1.0,-1.0,1.0
10,-1.0,-1.0,-1.0,-1.0,-1.0,1.0
11,-1.0,-1.0,-1.0,-1.0,-1.0,1.0
12,649.7728271484375,320.8057861328125,671.7427978515625,373.693115234375,0.29,1.0
13,-1.0,-1.0,-1.0,-1.0,-1.0,1.0
14,-1.0,-1.0,-1.0,-1.0,-1.0,1.0
15,649.4510498046875,321.9237060546875,669.2833251953125,364.416259765625,0.26,1.0
16,-1.0,-1.0,-1.0,-1.0,-1.0,1.0
17,-1.0,-1.0,-1.0,-1.0,-1.0,1.0
18,-1.0,-1.0,-1.0,-1.0,-1.0,1.0
19,649.0777587890625,323.34600830078125,669.2593994140625,363.78155517578125,0.33,1.0
20,-1.0,-1.0,-1.0,-1.0,-1.0,1.0
21,-1.0,-1.0,-1.0,-1.0,-1.0,1.0
22,-1.0,-1.0,-1.0,-1.0,-1.0,1.0
23,-1.0,-1.0,-1.0,-1.0,-1.0,1.0
24,-1.0,-1.0,-1.0,-1.0,-1.0,1.0
25,-1.0,-1.0,-1.0,-1.0,-1.0,1.0
26,-1.0,-1.0,-1.0,-1.0,-1.0,1.0
27,-1.0,-1.0,-1.0,-1.0,-1.0,1.0
28,-1.0,-1.0,-1.0,-1.0,-1.0,1.0
29,-1.0,-1.0,-1.0,-1.0,-1.0,1.0
30,-1.0,-1.0,-1.0,-1.0,-1.0,1.0
31,-1.0,-1.0,-1.0,-1.0,-1.0,1.0
32,-1.0,-1.0,-1.0,-1.0,-1.0,1.0
33,632.7119140625,327.3384094238281,653.275634765625,371.1821594238281,0.46,1.0
34,-1.0,-1.0,-1.0,-1.0,-1.0,1.0
35,-1.0,-1.0,-1.0,-1.0,-1.0,1.0
36,-1.0,-1.0,-1.0,-1.0,-1.0,1.0
37,-1.0,-1.0,-1.0,-1.0,-1.0,1.0
38,-1.0,-1.0,-1.0,-1.0,-1.0,1.0
39,-1.0,-1.0,-1.0,-1.0,-1.0,1.0
40,-1.0,-1.0,-1.0,-1.0,-1.0,1.0
41,-1.0,-1.0,-1.0,-1.0,-1.0,1.0
42,-1.0,-1.0,-1.0,-1.0,-1.0,1.0
43,-1.0,-1.0,-1.0,-1.0,-1.0,1.0
44,588.376708984375,329.46844482421875,611.11962890625,382.21630859375,0.26,1.0
45,-1.0,-1.0,-1.0,-1.0,-1.0,1.0
46,-1.0,-1.0,-1.0,-1.0,-1.0,1.0
47,-1.0,-1.0,-1.0,-1.0,-1.0,1.0
48,-1.0,-1.0,-1.0,-1.0,-1.0,1.0
49,-1.0,-1.0,-1.0,-1.0,-1.0,1.0
50,-1.0,-1.0,-1.0,-1.0,-1.0,1.0
51,-1.0,-1.0,-1.0,-1.0,-1.0,1.0
52,-1.0,-1.0,-1.0,-1.0,-1.0,1.0
53,-1.0,-1.0,-1.0,-1.0,-1.0,1.0
54,-1.0,-1.0,-1.0,-1.0,-1.0,1.0
55,-1.0,-1.0,-1.0,-1.0,-1.0,1.0
56,-1.0,-1.0,-1.0,-1.0,-1.0,1.0
57,-1.0,-1.0,-1.0,-1.0,-1.0,1.0
58,-1.0,-1.0,-1.0,-1.0,-1.0,1.0
59,-1.0,-1.0,-1.0,-1.0,-1.0,1.0
60,-1.0,-1.0,-1.0,-1.0,-1.0,1.0
61,-1.0,-1.0,-1.0,-1.0,-1.0,1.0
62,-1.0,-1.0,-1.0,-1.0,-1.0,1.0
63,-1.0,-1.0,-1.0,-1.0,-1.0,1.0
64,-1.0,-1.0,-1.0,-1.0,-1.0,1.0
65,-1.0,-1.0,-1.0,-1.0,-1.0,1.0
66,-1.0,-1.0,-1.0,-1.0,-1.0,1.0
67,-1.0,-1.0,-1.0,-1.0,-1.0,1.0
68,-1.0,-1.0,-1.0,-1.0,-1.0,1.0
69,-1.0,-1.0,-1.0,-1.0,-1.0,1.0
70,-1.0,-1.0,-1.0,-1.0,-1.0,1.0
71,-1.0,-1.0,-1.0,-1.0,-1.0,1.0
72,-1.0,-1.0,-1.0,-1.0,-1.0,1.0
73,457.86737060546875,357.4295349121094,479.87078857421875,399.1095886230469,0.25,1.0
74,-1.0,-1.0,-1.0,-1.0,-1.0,1.0
75,-1.0,-1.0,-1.0,-1.0,-1.0,1.0
76,-1.0,-1.0,-1.0,-1.0,-1.0,1.0
77,461.5670166015625,360.0903625488281,480.9068603515625,398.5288391113281,0.26,1.0
78,459.9693908691406,359.3726806640625,479.5510559082031,399.7750244140625,0.27,1.0
79,-1.0,-1.0,-1.0,-1.0,-1.0,1.0
80,-1.0,-1.0,-1.0,-1.0,-1.0,1.0
81,-1.0,-1.0,-1.0,-1.0,-1.0,1.0
82,-1.0,-1.0,-1.0,-1.0,-1.0,1.0
83,-1.0,-1.0,-1.0,-1.0,-1.0,1.0
84,-1.0,-1.0,-1.0,-1.0,-1.0,1.0
85,-1.0,-1.0,-1.0,-1.0,-1.0,1.0
86,-1.0,-1.0,-1.0,-1.0,-1.0,1.0
87,482.8953857421875,354.2190856933594,501.0394287109375,392.2188415527344,0.45,1.0
88,-1.0,-1.0,-1.0,-1.0,-1.0,1.0
89,-1.0,-1.0,-1.0,-1.0,-1.0,1.0
