frame_id,xmin,ymin,xmax,ymax,confidence,class
119,1188.934814453125,286.88641357421875,1228.124755859375,314.30035400390625,0.76,3.0
120,1192.992431640625,283.8155517578125,1233.71484375,314.089111328125,0.45,3.0
121,1199.263427734375,280.0660095214844,1241.35009765625,312.7195129394531,0.44,3.0
122,1205.3577880859375,278.8645324707031,1245.1156005859375,311.4729919433594,0.46,3.0
123,-1.0,-1.0,-1.0,-1.0,-1.0,3.0
124,1210.416748046875,280.8353576660156,1247.13037109375,310.7261047363281,0.52,3.0
125,1215.901611328125,278.52191162109375,1248.300537109375,309.73956298828125,0.35,3.0
126,-1.0,-1.0,-1.0,-1.0,-1.0,3.0
127,-1.0,-1.0,-1.0,-1.0,-1.0,3.0
128,-1.0,-1.0,-1.0,-1.0,-1.0,3.0
129,-1.0,-1.0,-1.0,-1.0,-1.0,3.0
130,1208.669189453125,270.7518615722656,1246.546630859375,298.3130798339844,0.48,3.0
131,1194.805419921875,268.1305847167969,1241.426025390625,294.2024841308594,0.6,3.0
132,1182.26953125,264.2508544921875,1223.06396484375,289.75506591796875,0.7,3.0
133,1172.029296875,262.208740234375,1211.96875,286.83984375,0.67,3.0
134,1160.3720703125,259.1250305175781,1199.51708984375,282.6120910644531,0.44,3.0
135,1149.693115234375,254.9259033203125,1187.677978515625,279.53076171875,0.45,3.0
136,1139.667724609375,251.31396484375,1179.797607421875,275.296875,0.62,3.0
137,1130.341064453125,248.95529174804688,1170.51171875,273.0679626464844,0.66,3.0
138,1119.975830078125,247.09182739257812,1157.283447265625,270.0863342285156,0.6,3.0
139,-1.0,-1.0,-1.0,-1.0,-1.0,3.0
140,1100.89404296875,241.1269073486328,1138.69287109375,263.56414794921875,0.36,3.0
141,1094.16748046875,239.49525451660156,1128.3759765625,259.920654296875,0.37,3.0
142,1083.95458984375,236.21209716796875,1122.38232421875,258.5381164550781,0.53,3.0
143,1074.544677734375,235.11984252929688,1112.402099609375,255.38748168945312,0.67,3.0
144,1066.040283203125,233.3609619140625,1104.507080078125,253.629150390625,0.52,3.0
145,1057.177490234375,231.33892822265625,1094.699951171875,251.12039184570312,0.57,3.0
146,-1.0,-1.0,-1.0,-1.0,-1.0,3.0
147,-1.0,-1.0,-1.0,-1.0,-1.0,3.0
148,-1.0,-1.0,-1.0,-1.0,-1.0,3.0
149,1021.9833374023438,222.78994750976562,1059.69091796875,244.033935546875,0.29,3.0
150,1014.6156005859375,220.81683349609375,1049.2403564453125,241.6854248046875,0.32,3.0
151,1003.7802734375,220.58717346191406,1042.60791015625,240.76380920410156,0.26,3.0
152,994.2698974609375,218.57028198242188,1034.0311279296875,237.76321411132812,0.59,3.0
153,988.226806640625,215.9364013671875,1025.72412109375,236.72503662109375,0.36,3.0
154,986.5831298828125,216.19366455078125,1025.3770751953125,236.70892333984375,0.45,3.0
155,987.9580078125,216.14666748046875,1026.195556640625,235.97015380859375,0.59,3.0
156,987.9744873046875,215.72911071777344,1025.8209228515625,236.08668518066406,0.48,3.0
157,985.8343505859375,216.00918579101562,1024.6351318359375,236.35104370117188,0.5,3.0
158,977.9278564453125,216.4359130859375,1017.4010009765625,236.47552490234375,0.39,3.0
159,-1.0,-1.0,-1.0,-1.0,-1.0,3.0
160,-1.0,-1.0,-1.0,-1.0,-1.0,3.0
161,-1.0,-1.0,-1.0,-1.0,-1.0,3.0
162,-1.0,-1.0,-1.0,-1.0,-1.0,3.0
163,935.25537109375,229.3543701171875,971.305908203125,249.60198974609375,0.25,3.0
164,-1.0,-1.0,-1.0,-1.0,-1.0,3.0
165,-1.0,-1.0,-1.0,-1.0,-1.0,3.0
166,-1.0,-1.0,-1.0,-1.0,-1.0,3.0
167,-1.0,-1.0,-1.0,-1.0,-1.0,3.0
168,-1.0,-1.0,-1.0,-1.0,-1.0,3.0
169,-1.0,-1.0,-1.0,-1.0,-1.0,3.0
170,-1.0,-1.0,-1.0,-1.0,-1.0,3.0
171,866.998779296875,317.3665771484375,906.007568359375,337.166259765625,0.31,3.0
172,-1.0,-1.0,-1.0,-1.0,-1.0,3.0
173,-1.0,-1.0,-1.0,-1.0,-1.0,3.0
174,-1.0,-1.0,-1.0,-1.0,-1.0,3.0
175,-1.0,-1.0,-1.0,-1.0,-1.0,3.0
176,825.1134033203125,325.04345703125,860.8531494140625,343.949462890625,0.48,3.0
177,824.9599609375,325.66632080078125,859.040771484375,343.83612060546875,0.35,3.0
178,839.6915283203125,326.6924743652344,874.1484375,345.6316223144531,0.54,3.0
179,854.935791015625,328.0478515625,889.544677734375,346.63629150390625,0.42,3.0
180,-1.0,-1.0,-1.0,-1.0,-1.0,3.0
181,-1.0,-1.0,-1.0,-1.0,-1.0,3.0
182,880.8154907226562,332.8938293457031,918.0966186523438,353.3283386230469,0.31,3.0
183,881.954833984375,332.83734130859375,919.390625,353.44061279296875,0.35,3.0
184,880.2064819335938,333.06707763671875,918.6532592773438,354.5557861328125,0.37,3.0
185,-1.0,-1.0,-1.0,-1.0,-1.0,3.0
186,-1.0,-1.0,-1.0,-1.0,-1.0,3.0
187,-1.0,-1.0,-1.0,-1.0,-1.0,3.0
188,874.0367431640625,333.8621826171875,911.97802734375,353.8310546875,0.29,3.0
189,-1.0,-1.0,-1.0,-1.0,-1.0,3.0
190,-1.0,-1.0,-1.0,-1.0,-1.0,3.0
191,-1.0,-1.0,-1.0,-1.0,-1.0,3.0
192,-1.0,-1.0,-1.0,-1.0,-1.0,3.0
193,-1.0,-1.0,-1.0,-1.0,-1.0,3.0
194,-1.0,-1.0,-1.0,-1.0,-1.0,3.0
195,-1.0,-1.0,-1.0,-1.0,-1.0,3.0
196,-1.0,-1.0,-1.0,-1.0,-1.0,3.0
197,-1.0,-1.0,-1.0,-1.0,-1.0,3.0
198,-1.0,-1.0,-1.0,-1.0,-1.0,3.0
199,-1.0,-1.0,-1.0,-1.0,-1.0,3.0
200,-1.0,-1.0,-1.0,-1.0,-1.0,3.0
201,-1.0,-1.0,-1.0,-1.0,-1.0,3.0
202,-1.0,-1.0,-1.0,-1.0,-1.0,3.0
203,-1.0,-1.0,-1.0,-1.0,-1.0,3.0
204,-1.0,-1.0,-1.0,-1.0,-1.0,3.0
205,-1.0,-1.0,-1.0,-1.0,-1.0,3.0
206,928.438720703125,348.80206298828125,968.5048828125,369.56817626953125,0.31,3.0
207,-1.0,-1.0,-1.0,-1.0,-1.0,3.0
208,934.7091064453125,350.3150634765625,975.884521484375,372.9061279296875,0.41,3.0
209,938.3204345703125,352.18231201171875,977.3114013671875,373.13702392578125,0.58,3.0
210,940.78662109375,353.60491943359375,980.1953125,373.06414794921875,0.58,3.0
211,940.6773681640625,351.90692138671875,980.9835205078125,373.52691650390625,0.53,3.0
212,943.5191650390625,351.2431335449219,984.991455078125,373.4084777832031,0.38,3.0
213,941.9314575195312,352.78173828125,981.2227172851562,373.1993408203125,0.45,3.0
214,940.9464111328125,352.418212890625,979.5926513671875,372.531005859375,0.33,3.0
215,-1.0,-1.0,-1.0,-1.0,-1.0,3.0
216,-1.0,-1.0,-1.0,-1.0,-1.0,3.0
217,-1.0,-1.0,-1.0,-1.0,-1.0,3.0
218,943.2880859375,352.93939208984375,981.426513671875,372.70184326171875,0.37,3.0
219,-1.0,-1.0,-1.0,-1.0,-1.0,3.0
220,-1.0,-1.0,-1.0,-1.0,-1.0,3.0
221,-1.0,-1.0,-1.0,-1.0,-1.0,3.0
222,-1.0,-1.0,-1.0,-1.0,-1.0,3.0
223,-1.0,-1.0,-1.0,-1.0,-1.0,3.0
224,938.9542236328125,360.698974609375,978.6751708984375,384.13232421875,0.27,3.0
225,-1.0,-1.0,-1.0,-1.0,-1.0,3.0
226,-1.0,-1.0,-1.0,-1.0,-1.0,3.0
227,-1.0,-1.0,-1.0,-1.0,-1.0,3.0
228,-1.0,-1.0,-1.0,-1.0,-1.0,3.0
229,-1.0,-1.0,-1.0,-1.0,-1.0,3.0
230,-1.0,-1.0,-1.0,-1.0,-1.0,3.0
231,-1.0,-1.0,-1.0,-1.0,-1.0,3.0
232,-1.0,-1.0,-1.0,-1.0,-1.0,3.0
233,-1.0,-1.0,-1.0,-1.0,-1.0,3.0
234,-1.0,-1.0,-1.0,-1.0,-1.0,3.0
235,-1.0,-1.0,-1.0,-1.0,-1.0,3.0
236,-1.0,-1.0,-1.0,-1.0,-1.0,3.0
237,-1.0,-1.0,-1.0,-1.0,-1.0,3.0
238,-1.0,-1.0,-1.0,-1.0,-1.0,3.0
239,-1.0,-1.0,-1.0,-1.0,-1.0,3.0
240,-1.0,-1.0,-1.0,-1.0,-1.0,3.0
241,-1.0,-1.0,-1.0,-1.0,-1.0,3.0
242,-1.0,-1.0,-1.0,-1.0,-1.0,3.0
243,-1.0,-1.0,-1.0,-1.0,-1.0,3.0
244,-1.0,-1.0,-1.0,-1.0,-1.0,3.0
245,-1.0,-1.0,-1.0,-1.0,-1.0,3.0
246,-1.0,-1.0,-1.0,-1.0,-1.0,3.0
247,-1.0,-1.0,-1.0,-1.0,-1.0,3.0
248,-1.0,-1.0,-1.0,-1.0,-1.0,3.0
249,-1.0,-1.0,-1.0,-1.0,-1.0,3.0
250,-1.0,-1.0,-1.0,-1.0,-1.0,3.0
251,-1.0,-1.0,-1.0,-1.0,-1.0,3.0
252,-1.0,-1.0,-1.0,-1.0,-1.0,3.0
253,-1.0,-1.0,-1.0,-1.0,-1.0,3.0
254,-1.0,-1.0,-1.0,-1.0,-1.0,3.0
255,-1.0,-1.0,-1.0,-1.0,-1.0,3.0
256,-1.0,-1.0,-1.0,-1.0,-1.0,3.0
257,-1.0,-1.0,-1.0,-1.0,-1.0,3.0
258,-1.0,-1.0,-1.0,-1.0,-1.0,3.0
259,-1.0,-1.0,-1.0,-1.0,-1.0,3.0
260,-1.0,-1.0,-1.0,-1.0,-1.0,3.0
261,-1.0,-1.0,-1.0,-1.0,-1.0,3.0
262,-1.0,-1.0,-1.0,-1.0,-1.0,3.0
263,-1.0,-1.0,-1.0,-1.0,-1.0,3.0
264,-1.0,-1.0,-1.0,-1.0,-1.0,3.0
265,-1.0,-1.0,-1.0,-1.0,-1.0,3.0
266,-1.0,-1.0,-1.0,-1.0,-1.0,3.0
267,-1.0,-1.0,-1.0,-1.0,-1.0,3.0
268,-1.0,-1.0,-1.0,-1.0,-1.0,3.0
269,-1.0,-1.0,-1.0,-1.0,-1.0,3.0
270,-1.0,-1.0,-1.0,-1.0,-1.0,3.0
271,-1.0,-1.0,-1.0,-1.0,-1.0,3.0
272,-1.0,-1.0,-1.0,-1.0,-1.0,3.0
273,-1.0,-1.0,-1.0,-1.0,-1.0,3.0
274,-1.0,-1.0,-1.0,-1.0,-1.0,3.0
275,-1.0,-1.0,-1.0,-1.0,-1.0,3.0
276,-1.0,-1.0,-1.0,-1.0,-1.0,3.0
277,-1.0,-1.0,-1.0,-1.0,-1.0,3.0
278,-1.0,-1.0,-1.0,-1.0,-1.0,3.0
279,-1.0,-1.0,-1.0,-1.0,-1.0,3.0
280,-1.0,-1.0,-1.0,-1.0,-1.0,3.0
281,-1.0,-1.0,-1.0,-1.0,-1.0,3.0
282,-1.0,-1.0,-1.0,-1.0,-1.0,3.0
283,-1.0,-1.0,-1.0,-1.0,-1.0,3.0
284,-1.0,-1.0,-1.0,-1.0,-1.0,3.0
285,-1.0,-1.0,-1.0,-1.0,-1.0,3.0
286,-1.0,-1.0,-1.0,-1.0,-1.0,3.0
287,-1.0,-1.0,-1.0,-1.0,-1.0,3.0
288,-1.0,-1.0,-1.0,-1.0,-1.0,3.0
289,-1.0,-1.0,-1.0,-1.0,-1.0,3.0
290,-1.0,-1.0,-1.0,-1.0,-1.0,3.0
291,-1.0,-1.0,-1.0,-1.0,-1.0,3.0
292,-1.0,-1.0,-1.0,-1.0,-1.0,3.0
293,-1.0,-1.0,-1.0,-1.0,-1.0,3.0
294,-1.0,-1.0,-1.0,-1.0,-1.0,3.0
295,-1.0,-1.0,-1.0,-1.0,-1.0,3.0
296,-1.0,-1.0,-1.0,-1.0,-1.0,3.0
297,-1.0,-1.0,-1.0,-1.0,-1.0,3.0
298,-1.0,-1.0,-1.0,-1.0,-1.0,3.0
299,-1.0,-1.0,-1.0,-1.0,-1.0,3.0
300,-1.0,-1.0,-1.0,-1.0,-1.0,3.0
301,-1.0,-1.0,-1.0,-1.0,-1.0,3.0
302,-1.0,-1.0,-1.0,-1.0,-1.0,3.0
303,-1.0,-1.0,-1.0,-1.0,-1.0,3.0
304,-1.0,-1.0,-1.0,-1.0,-1.0,3.0
305,-1.0,-1.0,-1.0,-1.0,-1.0,3.0
306,-1.0,-1.0,-1.0,-1.0,-1.0,3.0
307,-1.0,-1.0,-1.0,-1.0,-1.0,3.0
308,-1.0,-1.0,-1.0,-1.0,-1.0,3.0
309,-1.0,-1.0,-1.0,-1.0,-1.0,3.0
310,-1.0,-1.0,-1.0,-1.0,-1.0,3.0
311,-1.0,-1.0,-1.0,-1.0,-1.0,3.0
312,-1.0,-1.0,-1.0,-1.0,-1.0,3.0
313,-1.0,-1.0,-1.0,-1.0,-1.0,3.0
314,-1.0,-1.0,-1.0,-1.0,-1.0,3.0
315,-1.0,-1.0,-1.0,-1.0,-1.0,3.0
316,-1.0,-1.0,-1.0,-1.0,-1.0,3.0
317,-1.0,-1.0,-1.0,-1.0,-1.0,3.0
318,-1.0,-1.0,-1.0,-1.0,-1.0,3.0
319,-1.0,-1.0,-1.0,-1.0,-1.0,3.0
320,-1.0,-1.0,-1.0,-1.0,-1.0,3.0
321,-1.0,-1.0,-1.0,-1.0,-1.0,3.0
322,-1.0,-1.0,-1.0,-1.0,-1.0,3.0
323,-1.0,-1.0,-1.0,-1.0,-1.0,3.0
324,-1.0,-1.0,-1.0,-1.0,-1.0,3.0
325,-1.0,-1.0,-1.0,-1.0,-1.0,3.0
326,-1.0,-1.0,-1.0,-1.0,-1.0,3.0
327,-1.0,-1.0,-1.0,-1.0,-1.0,3.0
328,-1.0,-1.0,-1.0,-1.0,-1.0,3.0
329,-1.0,-1.0,-1.0,-1.0,-1.0,3.0
330,-1.0,-1.0,-1.0,-1.0,-1.0,3.0
331,-1.0,-1.0,-1.0,-1.0,-1.0,3.0
332,-1.0,-1.0,-1.0,-1.0,-1.0,3.0
333,-1.0,-1.0,-1.0,-1.0,-1.0,3.0
334,-1.0,-1.0,-1.0,-1.0,-1.0,3.0
335,-1.0,-1.0,-1.0,-1.0,-1.0,3.0
336,-1.0,-1.0,-1.0,-1.0,-1.0,3.0
337,-1.0,-1.0,-1.0,-1.0,-1.0,3.0
338,-1.0,-1.0,-1.0,-1.0,-1.0,3.0
339,585.996337890625,466.32598876953125,607.13623046875,484.03948974609375,0.55,3.0
340,-1.0,-1.0,-1.0,-1.0,-1.0,3.0
341,-1.0,-1.0,-1.0,-1.0,-1.0,3.0
342,595.7249755859375,473.76605224609375,619.5125732421875,493.32354736328125,0.46,3.0
343,600.626708984375,477.056640625,623.3665771484375,496.4442138671875,0.6,3.0
344,604.3931884765625,481.2156066894531,628.060546875,499.6471252441406,0.36,3.0
345,608.857666015625,483.62060546875,633.59716796875,502.3206787109375,0.56,3.0
346,614.044921875,487.07489013671875,639.21044921875,505.07220458984375,0.4,3.0
347,618.0462036132812,489.6446533203125,643.4146118164062,508.5880126953125,0.57,3.0
348,623.6138916015625,493.01220703125,650.2122802734375,511.69189453125,0.42,3.0
349,-1.0,-1.0,-1.0,-1.0,-1.0,3.0
350,-1.0,-1.0,-1.0,-1.0,-1.0,3.0
351,-1.0,-1.0,-1.0,-1.0,-1.0,3.0
352,-1.0,-1.0,-1.0,-1.0,-1.0,3.0
353,-1.0,-1.0,-1.0,-1.0,-1.0,3.0
354,-1.0,-1.0,-1.0,-1.0,-1.0,3.0
355,-1.0,-1.0,-1.0,-1.0,-1.0,3.0
356,-1.0,-1.0,-1.0,-1.0,-1.0,3.0
357,679.5941772460938,522.5942993164062,712.1810913085938,544.0774536132812,0.63,3.0
358,-1.0,-1.0,-1.0,-1.0,-1.0,3.0
359,-1.0,-1.0,-1.0,-1.0,-1.0,3.0
360,702.9795532226562,534.40283203125,735.7859497070312,556.201171875,0.25,3.0
361,711.1878662109375,537.701171875,744.1168212890625,560.395751953125,0.53,3.0
362,-1.0,-1.0,-1.0,-1.0,-1.0,3.0
363,-1.0,-1.0,-1.0,-1.0,-1.0,3.0
364,736.8794555664062,550.5126342773438,770.8613891601562,573.8731079101562,0.42,3.0
365,-1.0,-1.0,-1.0,-1.0,-1.0,3.0
366,-1.0,-1.0,-1.0,-1.0,-1.0,3.0
367,-1.0,-1.0,-1.0,-1.0,-1.0,3.0
368,-1.0,-1.0,-1.0,-1.0,-1.0,3.0
369,783.8699951171875,571.516845703125,820.3875732421875,597.400390625,0.43,3.0
370,-1.0,-1.0,-1.0,-1.0,-1.0,3.0
371,804.9628295898438,580.2891845703125,843.3876342773438,606.1910400390625,0.29,3.0
372,815.465576171875,585.55078125,852.83447265625,611.092529296875,0.57,3.0
373,824.9375,589.2407836914062,865.7470703125,617.8729858398438,0.38,3.0
374,836.586669921875,594.6436767578125,877.05078125,621.7730712890625,0.64,3.0
375,847.92578125,599.9780883789062,888.16064453125,626.3794555664062,0.53,3.0
376,859.3721923828125,605.0659790039062,899.537353515625,629.8173217773438,0.45,3.0
377,-1.0,-1.0,-1.0,-1.0,-1.0,3.0
378,-1.0,-1.0,-1.0,-1.0,-1.0,3.0
379,891.496826171875,617.457763671875,932.6279296875,647.271728515625,0.49,3.0
380,903.39990234375,621.4110717773438,947.234619140625,648.1043090820312,0.34,3.0
381,914.3094482421875,626.36669921875,960.7381591796875,653.58251953125,0.63,3.0
382,929.41552734375,631.377685546875,973.517578125,656.9503173828125,0.68,3.0
383,-1.0,-1.0,-1.0,-1.0,-1.0,3.0
384,-1.0,-1.0,-1.0,-1.0,-1.0,3.0
385,969.72998046875,645.548828125,1016.518798828125,672.85009765625,0.29,3.0
386,-1.0,-1.0,-1.0,-1.0,-1.0,3.0
387,-1.0,-1.0,-1.0,-1.0,-1.0,3.0
388,-1.0,-1.0,-1.0,-1.0,-1.0,3.0
389,-1.0,-1.0,-1.0,-1.0,-1.0,3.0
390,-1.0,-1.0,-1.0,-1.0,-1.0,3.0
391,-1.0,-1.0,-1.0,-1.0,-1.0,3.0
392,-1.0,-1.0,-1.0,-1.0,-1.0,3.0
393,-1.0,-1.0,-1.0,-1.0,-1.0,3.0
394,-1.0,-1.0,-1.0,-1.0,-1.0,3.0
