frame_id,xmin,ymin,xmax,ymax,confidence,class,x_cen,y_cen
1,232.49295043945312,65.85916137695312,234.49295043945312,67.85916137695312,-1.0,3.0,233.49295043945312,66.85916137695312
2,208.30389404296875,52.909515380859375,258.6820068359375,80.80880737304688,0.33,3.0,233.49295043945312,66.85916137695312
3,210.20664383269352,52.69512538397166,258.03647781706854,79.56782130682322,0.47,3.0,234.12156082488104,66.13147334539744
4,210.87039564712617,55.20004876346164,260.95895765884495,78.52191765994601,0.27,3.0,235.91467665298558,66.86098321170383
5,220.42357428370278,61.05439468723392,256.9064539223747,79.41236587864017,0.31,3.0,238.66501410303874,70.23338028293705
6,218.39889666307496,63.5397693785242,257.80142351854374,81.9930164488367,0.32,3.0,238.10016009080937,72.76639291368045
7,216.55442802401438,64.09651631731239,256.35063163729563,84.29652852434364,0.32,3.0,236.452529830655,74.19652242082802
8,215.81639149975638,65.64103180970567,253.93418935131893,85.39860016908067,0.69,3.0,234.87529042553766,75.51981598939317
9,212.84797292939066,66.22940193433045,252.36085134735941,86.54693733472108,0.62,3.0,232.60441213837504,76.38816963452577
10,209.32413674445993,67.17311771755085,250.35141945930368,87.54302128200398,0.64,3.0,229.8377781018818,77.35806949977741
11,207.36384238387174,67.90575855682107,247.66523398543424,88.05965870330544,0.69,3.0,227.514538184653,77.98270863006326
12,204.7831023218804,68.4814863874312,245.6084197046929,88.11628253000933,0.61,3.0,225.19576101328664,78.29888445872027
13,201.17874173410257,67.81565188449744,243.52163724191502,88.41318606418494,0.61,3.0,222.3501894880088,78.11441897434119
14,200.1894599445642,68.20993591045193,240.79532542307982,88.0037744114285,0.43,3.0,220.492392683822,78.10685516094021
15,197.71721439345404,67.87335381628155,239.62605838759467,88.45634636999249,0.45,3.0,218.67163639052436,78.16485009313702
16,195.58263170615547,67.77334506081962,239.01939928428047,88.72886569070243,0.25,3.0,217.30101549521797,78.25110537576103
17,193.78193919317252,68.02840703258073,237.21870677129752,88.98392766246354,-1.0,3.0,215.50032298223502,78.50616734752214
18,191.98124668018957,68.28346900434184,235.41801425831457,89.23898963422465,-1.0,3.0,213.69963046925207,78.76122931928325
19,190.18055416720662,68.53853097610295,233.61732174533162,89.49405160598576,-1.0,3.0,211.89893795626912,79.01629129104435
20,188.37986165422367,68.79359294786406,231.81662923234867,89.74911357774687,-1.0,3.0,210.09824544328617,79.27135326280546
21,185.78657340397217,68.14598300084656,232.20817374576905,91.31810214147156,0.44,3.0,208.9973735748706,79.73204257115906
22,182.14528460444652,68.85396413983382,231.95381731929027,91.72933035077132,0.53,3.0,207.0495509618684,80.29164724530257
23,179.54482163282424,69.49873372446426,230.7497166523555,91.93794270883926,0.54,3.0,205.14726914258986,80.71833821665176
24,176.6735878726255,70.84446747583132,228.7668495913755,91.77934296411257,0.27,3.0,202.7202187320005,81.31190521997195
25,175.75543106586667,70.66525324692574,224.68072403461667,92.60379084458202,0.27,3.0,200.21807755024167,81.63452204575388
26,174.09670933557652,70.80351008301375,222.49786290002965,93.36120356445906,0.5,3.0,198.29728611780308,82.0823568237364
27,170.24476602087836,70.98656409201695,223.0794828177533,94.31014197287632,0.47,3.0,196.66212441931583,82.64835303244664
28,168.3333970721163,71.18802546646386,223.50350205258505,95.2573003688076,0.63,3.0,195.91844956235067,83.22266291763573
29,168.65142137222713,73.07012501990066,219.00756150894588,95.13506642615066,0.47,3.0,193.8294914405865,84.10259572302566
30,166.12304073613694,72.80692923949995,218.2456603650432,96.05583060668745,0.62,3.0,192.18435055059007,84.4313799230937
31,165.10451938474318,73.51186802697228,216.66000034177443,96.20006993126916,0.49,3.0,190.8822598632588,84.85596897912072
32,163.50129000818805,74.00915200089565,215.0567709652193,96.69735390519253,-1.0,3.0,189.27903048670368,85.35325295304409
33,161.89806063163292,74.50643597481903,213.45354158866417,97.1946378791159,-1.0,3.0,187.67580111014854,85.85053692696746
34,160.29483125507778,75.0037199487424,211.85031221210903,97.69192185303928,-1.0,3.0,186.0725717335934,86.34782090089084
35,158.69160187852265,75.50100392266577,210.2470828355539,98.18920582696265,-1.0,3.0,184.46934235703827,86.84510487481421
36,157.0883725019675,75.99828789658915,208.64385345899876,98.68648980088602,-1.0,3.0,182.86611298048314,87.34238884873758
37,152.4002237538255,74.48834363175024,208.6697550038255,99.78648511124246,0.25,3.0,180.5349893788255,87.13741437149635
38,150.59998659003236,74.79555825388883,206.86951784003236,100.09369973338104,-1.0,3.0,178.73475221503236,87.44462899363494
39,148.79974942623923,75.10277287602742,205.06928067623923,100.40091435551963,-1.0,3.0,176.93451505123923,87.75184361577352
40,148.95879482339302,76.85257771431986,203.44146083901802,100.29782917916361,0.26,3.0,176.20012783120552,88.57520344674174
41,147.00000285966954,77.5245553577899,201.98401164873204,101.05028167614927,0.44,3.0,174.4920072542008,89.28741851696958
42,143.82033319284164,77.7433435508386,200.79836053659164,101.82564945904173,0.55,3.0,172.30934686471664,89.78449650494017
43,142.82928572017073,78.4763715969403,196.14025984126448,101.4066694485028,0.64,3.0,169.4847727807176,89.94152052272155
44,139.88084199333468,78.52045260070597,194.19776704216275,102.12085543273722,0.69,3.0,167.03930451774872,90.32065401672159
45,137.26013422106155,78.93382861249916,190.9583153734053,102.54405810468666,0.75,3.0,164.10922479723342,90.7389433585929
46,134.7375980995142,79.39061010746767,188.30528608779545,102.81550634770204,0.75,3.0,161.52144209365483,91.10305822758485
47,131.5746358881089,79.57779504055287,186.84920253849953,103.51158715481068,0.73,3.0,159.2119192133042,91.54469109768178
48,128.5350146063098,79.60690618928923,185.45896480162224,104.06555487092986,0.75,3.0,156.99698970396602,91.83623053010955
49,125.92506238006408,79.61208829347474,183.16905041717345,104.58385953370912,0.76,3.0,154.54705639861876,92.09797391359193
50,124.13147812173497,79.90290180510014,179.80283432290685,104.69327656095952,0.74,3.0,151.9671562223209,92.29808918302983
51,122.12346062249182,80.33564676592792,178.6620272118473,105.48139871905292,0.76,3.0,150.39274391716955,92.90852274249042
52,120.02765602747141,80.64324343710499,178.07966560999094,106.3873382857378,0.73,3.0,149.05366081873117,93.51529086142139
53,119.1758125767013,80.98319837484749,176.10323414652552,106.79859754476934,0.73,3.0,147.6395233616134,93.89089795980841
54,118.00418304873128,82.04430781641369,174.1366598553719,107.20028315821057,0.73,3.0,146.0704214520516,94.62229548731213
55,116.92275776134338,82.97091282611471,173.72787250743713,107.69744480853659,0.69,3.0,145.32531513439025,95.33417881732565
56,118.1944178673279,83.35354147518373,176.19191542592165,108.74334250057436,0.7,3.0,147.19316664662477,96.04844198787904
57,121.4324544281728,84.36774125119945,177.7260335297353,109.06854691526195,0.75,3.0,149.57924397895405,96.7181440832307
58,124.22240534267206,85.25601528976279,179.4229134603478,109.27029751632531,0.74,3.0,151.82265940150992,97.26315640304405
59,124.8863344089068,85.00312603313637,183.56284045138727,110.8747385819645,0.71,3.0,154.22458743014704,97.93893230755043
60,125.25045868914017,85.87672993563194,184.90384003679642,111.72434040926473,0.74,3.0,155.0771493629683,98.80053517244833
61,126.70663219187678,86.56536875069045,183.9796729633611,111.87857065498736,0.76,3.0,155.34315257761895,99.2219697028389
62,128.07074495486265,86.74679799113314,183.10621401003843,111.98782582316439,0.71,3.0,155.58847948245054,99.36731190714876
63,129.39656937333032,86.36151085590399,187.77272904129907,112.99179039691961,0.7,3.0,158.5846492073147,99.6766506264118
64,136.72851332662378,87.0723425719447,191.02782973287373,112.41891544792126,0.74,3.0,163.87817152974876,99.74562900993298
65,147.33179912023843,87.26060416220152,201.45649394445718,111.94921805380308,0.72,3.0,174.3941465323478,99.6049111080023
66,162.13909271686316,86.52320913230828,215.91588715045685,112.2872777358239,0.71,3.0,189.02748993366,99.4052434340661
67,176.82708118460215,86.49296118719121,229.43358753225846,112.76844336492559,0.69,3.0,203.1303343584303,99.6307022760584
68,186.3301310036062,86.71248645126042,241.71434731219995,112.46193713485417,0.68,3.0,214.02223915790307,99.58721179305729
69,192.34423911811876,86.80728382091037,251.48773277046251,113.09070056895725,0.72,3.0,221.91598594429064,99.94899219493381
70,196.9048510910908,87.29280221810127,255.3258715989033,113.5113385950544,0.73,3.0,226.11536134499704,100.40207040657783
71,197.56900641678035,87.19924920048376,258.4190735554522,114.61431878056186,0.74,3.0,227.99403998611626,100.90678399052281
72,198.25620089671617,87.79274296290886,258.0931759943724,115.24916386134636,0.74,3.0,228.1746884455443,101.52095341212761
73,199.96018612452787,89.0380287621296,260.26206600734037,115.43323139884835,0.76,3.0,230.11112606593412,102.23563008048897
74,205.93042762965936,88.647561266336,264.44849403590933,116.025246813211,0.75,3.0,235.18946083278433,102.3364040397735
75,214.8918811579268,90.29506864724847,271.77887456612996,115.21016874490472,0.75,3.0,243.3353778620284,102.7526186960766
76,225.21815203428002,91.12389513674368,281.634900081155,115.05346056643118,0.67,3.0,253.42652605771752,103.08867785158743
77,235.67908372171448,91.32324919202884,286.94879807718326,115.21091398695071,0.71,3.0,261.3139408994489,103.26708158948978
78,241.14949886960073,90.8005927382629,297.7727288500695,116.23342354880978,0.73,3.0,269.4611138598351,103.51700814353634
79,250.04887686643124,91.49133605309196,306.21434317502496,116.1441528255529,0.77,3.0,278.1316100207281,103.81774443932242
80,255.93640632024238,91.61330022228637,313.2409717499299,116.691821950802,0.73,3.0,284.58868903508613,104.15256108654418
81,261.8782054042679,91.1680237310924,319.2060862636429,116.9534241217174,0.68,3.0,290.5421458339554,104.0607239264049
82,269.5273282499203,91.37524191086953,326.7195889921078,116.58822408860388,0.7,3.0,298.12345862101404,103.9817329997367
83,279.3542818453764,91.5716074310157,336.4471773531889,116.13737281187508,0.76,3.0,307.90072959928267,103.8544901214454
84,292.1295353311365,91.13101939202207,346.2624699014491,116.29555491448298,0.76,3.0,319.1960026162928,103.71328715325252
85,306.5535481309896,90.9729797503073,359.9607746934897,116.01674195733855,0.75,3.0,333.25716141223967,103.49486085382293
86,322.3422150569663,90.89233182161918,375.3613800960288,115.46435330599418,0.75,3.0,348.8517975764976,103.17834256380668
87,335.6604459880631,90.8892204858227,391.7969205974381,115.40319753660395,0.73,3.0,363.7286832927506,103.14620901121333
88,351.82021314753865,90.7068824962238,407.06435377253865,115.94690324817692,0.75,3.0,379.44228346003865,103.32689287220036
89,364.64366212716135,91.0991008564075,417.64012208809885,115.35386159859503,0.77,3.0,391.1418921076301,103.22648122750127
90,370.49173971544076,91.2800122460423,426.213724578722,115.7470532616673,0.75,3.0,398.3527321470814,103.5135327538548
